TMK,Service_Area,Service_Address,Service_City,Service_Zip,Usage_Type,LINKQ
421010005,Eleele WWTP service 96705 & Hanapepe 96716,4390 'OLALI ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210100050000
421010013,Eleele WWTP service 96705 & Hanapepe 96716,4342 'OLALI ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210100130000
421010052,Eleele WWTP service 96705 & Hanapepe 96716,117 'OKUPU ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210100520000
421011016,Eleele WWTP service 96705 & Hanapepe 96716,482 MEHANA RD,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210110160000
436005008,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4455 RICE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360050080000
436006008,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3171 UMI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060080000
436006049,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3093 ELUA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060490000
436006049,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3093 ELUA ST A,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060490000
436006060,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3166 AKAHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060600000
436006064,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3206 AKAHI ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060640000
436007023,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4383 RICE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360070230000
436007024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2991 UMI ST,LIHUE,96766,Mixed,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360070240000
436007024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4379 RICE ST,LIHUE,96766,Mixed,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360070240000
436007038,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4361 RICE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360070380000
436007038,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2961 EWALU ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360070380000
436007038,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4365 RICE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360070380000
436007038,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4363 RICE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360070380000
436009021,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2968 KALENA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360090210000
436009038,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4223 RICE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360090380000
436009038,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4229 RICE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360090380000
436009040,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4201 RICE ST,LIHUE,96766,Mixed,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360090400000
436009040,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4201 RICE ST C,LIHUE,96766,Mixed,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360090400000
436009040,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4201 RICE ST,LIHUE,96766,Mixed,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360090400000
436012009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3050 HOOLAKO ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360120090000
436015001,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4379 UAHIAPELE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150010000
436015022,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3172 ULUHUI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150220000
436015025,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3154 ULUHUI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150250000
436015060,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3168 ALOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150600000
435003003,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3106 PELEKE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=350030030000
435003022,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2969 AUKELE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=350030220000
435003024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2983 AUKELE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=350030240000
435003047,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3094 AUKELE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=350030470000
435003058,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3019 PELEKE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=350030580000
436017009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3208 PALAI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360170090000
436017009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3208 PALAI ST A,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360170090000
436017010,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3200 PALAI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360170100000
436017017,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3146 PALAI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360170170000
436017023,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3353 UNAHE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360170230000
436017035,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3432 UNAHE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360170350000
436018004,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4278 HARDY ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360180040000
436018020,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4277 PUAOLE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360180200000
436018048,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3237 UNAHE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360180480000
436018051,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4253 NONOHE PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360180510000
436018061,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4200 KAANA ST A,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360180610001
436019012,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4141 PUAOLE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360190120000
436019012,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4141 PUAOLE ST A,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360190120000
436019029,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4136 PUAOLE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360190290000
436019032,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3075 UNAHE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360190320000
436019056,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3124 UNAHE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360190560000
436020024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4115 KAWILI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360200240000
436020026,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4125 KAWILI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360200260000
436020036,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4120 KAWILI ST A,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360200360002
436023003,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4012 KAPENA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230030000
436023006,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4032 KAPENA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230060000
436023009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4054 KAPENA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230090000
436023071,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2985 OHIOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230710000
436023082,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2925 OHIOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230820000
436023083,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2921 OHIOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230830000
436023083,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2921 OHIOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230830000
436023084,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2917 OHIOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230840000
436024018,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3987 KAPENA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360240180000
436024033,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2866 HOOLAKO ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360240330000
436024047,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2859 HOOLAKO ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360240470000
436016034,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3265 ULUHUI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360160340000
436016035,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3233 PALAI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360160350000
436016036,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3227 PALAI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360160360000
436016045,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3180 ALOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360160450000
436016051,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3226 ALOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360160510000
437005002,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3910 KUHIO HWY,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050020000
437005005,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3944 KUHIO HWY,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050050000
437005027,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4013 HOOHANA ST A,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050270000
437005027,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4013 HOOHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050270000
437005062,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4407 LAULIMA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050620000
437005082,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3927 LAWEHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050820000
437005086,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4366 HOOPA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050860000
437005092,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4365 LAULIMA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050920000
437005092,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4365 LAULIMA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050920000
437005101,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3942 LAWEHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370051010000
437006003,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3794 LUHINA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060030000
437006006,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3820 KUHIO HWY,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060060000
437006032,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3946 HO'OHUKI ST B,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060320002
437006036,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3920 HO'OHUKI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060360000
437006046,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3826 HO'OHUKI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060460000
437006049,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3816 HO'OHUKI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060490000
437006062,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4261 KA'ILEWA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060620000
