TMK,Service_Area,Service_Address,Service_City,Service_Zip,Usage_Type
421009022,Eleele WWTP service 96705 & Hanapepe 96716,729 LAULE'A ST,ELEELE,96705,Residential
421009027,Eleele WWTP service 96705 & Hanapepe 96716,759 LAULE'A ST,ELEELE,96705,Residential
421009052,Eleele WWTP service 96705 & Hanapepe 96716,930 'OHI PL,ELEELE,96705,Residential
421009060,Eleele WWTP service 96705 & Hanapepe 96716,696 LAULE'A ST,HANAPEPE,96716,Residential
421009071,Eleele WWTP service 96705 & Hanapepe 96716,756 LAULE'A ST,ELEELE,96705,Residential
421009076,Eleele WWTP service 96705 & Hanapepe 96716,759 AKALEI ST,ELEELE,96705,Residential
421009109,Eleele WWTP service 96705 & Hanapepe 96716,824 AKALEI ST,ELEELE,96705,Residential
421009136,Eleele WWTP service 96705 & Hanapepe 96716,774 LAULE'A ST,ELEELE,96705,Residential
421010012,Eleele WWTP service 96705 & Hanapepe 96716,4350 'OLALI ST,ELEELE,96705,Residential
421010025,Eleele WWTP service 96705 & Hanapepe 96716,80 'OKUPU ST,ELEELE,96705,Residential
421010027,Eleele WWTP service 96705 & Hanapepe 96716,90 'OKUPU ST,ELEELE,96705,Residential
421010041,Eleele WWTP service 96705 & Hanapepe 96716,4417 'OLALI ST,ELEELE,96705,Residential
421010049,Eleele WWTP service 96705 & Hanapepe 96716,123 'OKUPU ST,ELEELE,96705,Residential
418009030,Eleele WWTP service 96705 & Hanapepe 96716,4644 MOI RD,HANAPEPE,96716,Residential
418009036,Eleele WWTP service 96705 & Hanapepe 96716,4696 MOI RD,HANAPEPE,96716,Residential
418010036,Eleele WWTP service 96705 & Hanapepe 96716,4743 MOI RD,HANAPEPE,96716,Residential
418010044,Eleele WWTP service 96705 & Hanapepe 96716,4817 MOI RD,HANAPEPE,96716,Residential
418013007,Eleele WWTP service 96705 & Hanapepe 96716,3531 AHI RD,HANAPEPE,96716,Residential
418013039,Eleele WWTP service 96705 & Hanapepe 96716,4851 MOI RD,HANAPEPE,96716,Residential
418014044,Eleele WWTP service 96705 & Hanapepe 96716,3555 KUPA'A ST,HANAPEPE,96716,Residential
418014066,Eleele WWTP service 96705 & Hanapepe 96716,3647 'UWAO ST,HANAPEPE,96716,Residential
418014066,Eleele WWTP service 96705 & Hanapepe 96716,3645 'UWAO ST,HANAPEPE,96716,Residential
418014082,Eleele WWTP service 96705 & Hanapepe 96716,3735 'UWAO ST,HANAPEPE,96716,Residential
418014098,Eleele WWTP service 96705 & Hanapepe 96716,3680 'UWAO ST,HANAPEPE,96716,Residential
418014111,Eleele WWTP service 96705 & Hanapepe 96716,3670 'UWAO ST,HANAPEPE,96716,Residential
418015006,Eleele WWTP service 96705 & Hanapepe 96716,3527 KONALE ST,HANAPEPE,96716,Residential
421012023,Eleele WWTP service 96705 & Hanapepe 96716,445 ILUNA ST A,ELEELE,96705,Residential
418015093,Eleele WWTP service 96705 & Hanapepe 96716,5117 ALII RD,HANAPEPE,96716,Residential
418015120,Eleele WWTP service 96705 & Hanapepe 96716,5002 ALII RD,HANAPEPE,96716,Residential
418016011,Eleele WWTP service 96705 & Hanapepe 96716,5101 KAUNALOA ST,HANAPEPE,96716,Residential
418016012,Eleele WWTP service 96705 & Hanapepe 96716,5166 ALII RD,HANAPEPE,96716,Residential
418016021,Eleele WWTP service 96705 & Hanapepe 96716,5171 KAUNALOA ST,HANAPEPE,96716,Residential
418016027,Eleele WWTP service 96705 & Hanapepe 96716,5201 KAUNALOA ST,HANAPEPE,96716,Residential
418016033,Eleele WWTP service 96705 & Hanapepe 96716,5196 KAUNALOA ST,HANAPEPE,96716,Residential
418016033,Eleele WWTP service 96705 & Hanapepe 96716,5196 KAUNALOA ST B,HANAPEPE,96716,Residential
418016053,Eleele WWTP service 96705 & Hanapepe 96716,5140 ALII RD,HANAPEPE,96716,Residential
418017017,Eleele WWTP service 96705 & Hanapepe 96716,5105 MOI RD,HANAPEPE,96716,Residential
418018004,Eleele WWTP service 96705 & Hanapepe 96716,5061 MOI RD,HANAPEPE,96716,Residential
418018018,Eleele WWTP service 96705 & Hanapepe 96716,4997 MOI RD,HANAPEPE,96716,Residential
418019007,Eleele WWTP service 96705 & Hanapepe 96716,3395 KAI LANI PL,HANAPEPE,96716,Residential
418019012,Eleele WWTP service 96705 & Hanapepe 96716,3402 KAI LANI PL,HANAPEPE,96716,Residential
418019013,Eleele WWTP service 96705 & Hanapepe 96716,3398 KAI LANI PL,HANAPEPE,96716,Residential
418019018,Eleele WWTP service 96705 & Hanapepe 96716,3360 KAI LANI PL,HANAPEPE,96716,Residential
419005035,Eleele WWTP service 96705 & Hanapepe 96716,3900 HANAPEPE RD B,HANAPEPE,96716,Commercial
419005035,Eleele WWTP service 96705 & Hanapepe 96716,3890 HANAPEPE RD,HANAPEPE,96716,Commercial
419005035,Eleele WWTP service 96705 & Hanapepe 96716,3894 HANAPEPE RD,HANAPEPE,96716,Commercial
419005035,Eleele WWTP service 96705 & Hanapepe 96716,3890 HANAPEPE RD B,HANAPEPE,96716,Commercial
419005049,Eleele WWTP service 96705 & Hanapepe 96716,3764 HANAPEPE RD,HANAPEPE,96716,Commercial
419006004,Eleele WWTP service 96705 & Hanapepe 96716,4474 IONA RD,HANAPEPE,96716,Residential
419007020,Eleele WWTP service 96705 & Hanapepe 96716,4481 IONA RD B,HANAPEPE,96716,Residential
419007044,Eleele WWTP service 96705 & Hanapepe 96716,3665 LUKA PL,HANAPEPE,96716,Residential
419008009,Eleele WWTP service 96705 & Hanapepe 96716,4398 PUOLO RD,HANAPEPE,96716,Residential
421001007,Eleele WWTP service 96705 & Hanapepe 96716,322 MEHANA RD,ELEELE,96705,Mixed
421001007,Eleele WWTP service 96705 & Hanapepe 96716,322 MEHANA RD,ELEELE,96705,Mixed
421012043,Eleele WWTP service 96705 & Hanapepe 96716,513 ILUNA ST A,ELEELE,96705,Residential
421012076,Eleele WWTP service 96705 & Hanapepe 96716,446 ILUNA ST A,ELEELE,96705,Residential
421012083,Eleele WWTP service 96705 & Hanapepe 96716,432 ILUNA ST A,ELEELE,96705,Residential
421012089,Eleele WWTP service 96705 & Hanapepe 96716,406 ILUNA ST,ELEELE,96705,Residential
421012092,Eleele WWTP service 96705 & Hanapepe 96716,376 ILUNA ST A,ELEELE,96705,Residential
421004011,Eleele WWTP service 96705 & Hanapepe 96716,4697 ELEELE RD A,ELEELE,96705,Residential
421004013,Eleele WWTP service 96705 & Hanapepe 96716,4715 ELEELE RD,ELEELE,96705,Residential
421004041,Eleele WWTP service 96705 & Hanapepe 96716,178 KEOKEO RD,ELEELE,96705,Residential
421004041,Eleele WWTP service 96705 & Hanapepe 96716,178 KEOKEO RD A,ELEELE,96705,Residential
421004042,Eleele WWTP service 96705 & Hanapepe 96716,4592 ELEELE RD,ELEELE,96705,Residential
421005022,Eleele WWTP service 96705 & Hanapepe 96716,4656 MELEMELE RD,ELEELE,96705,Residential
421005022,Eleele WWTP service 96705 & Hanapepe 96716,4656 MELEMELE RD A,ELEELE,96705,Residential
421005027,Eleele WWTP service 96705 & Hanapepe 96716,4609 ELEELE RD,ELEELE,96705,Residential
421005054,Eleele WWTP service 96705 & Hanapepe 96716,4721 MELEMELE RD,ELEELE,96705,Residential
421006010,Eleele WWTP service 96705 & Hanapepe 96716,4565 MIMO PL,ELEELE,96705,Residential
421006030,Eleele WWTP service 96705 & Hanapepe 96716,4508 MIMO PL,ELEELE,96705,Residential
421006037,Eleele WWTP service 96705 & Hanapepe 96716,388 PA'ANI ST,ELEELE,96705,Residential
421006039,Eleele WWTP service 96705 & Hanapepe 96716,396 PA'ANI ST,ELEELE,96705,Residential
421006053,Eleele WWTP service 96705 & Hanapepe 96716,4713 HOKULOA PL,ELEELE,96705,Residential
421007013,Eleele WWTP service 96705 & Hanapepe 96716,4522 PUALEI ST,ELEELE,96705,Residential
421007019,Eleele WWTP service 96705 & Hanapepe 96716,4529 PUALEI ST,ELEELE,96705,Residential
421007030,Eleele WWTP service 96705 & Hanapepe 96716,626 LEI'ONI PL,ELEELE,96705,Residential
421007034,Eleele WWTP service 96705 & Hanapepe 96716,608 LEI'ONI PL,ELEELE,96705,Residential
421007067,Eleele WWTP service 96705 & Hanapepe 96716,4579 ULUPUA ST,ELEELE,96705,Residential
421007077,Eleele WWTP service 96705 & Hanapepe 96716,538 LEIPAPA PL,ELEELE,96705,Residential
421007086,Eleele WWTP service 96705 & Hanapepe 96716,549 LEIPAPA PL,ELEELE,96705,Residential
421007092,Eleele WWTP service 96705 & Hanapepe 96716,581 LEIPAPA PL,ELEELE,96705,Residential
421007101,Eleele WWTP service 96705 & Hanapepe 96716,540 LAULE'A ST,ELEELE,96705,Residential
421007145,Eleele WWTP service 96705 & Hanapepe 96716,4725 NANEA PL,ELEELE,96705,Residential
421008004,Eleele WWTP service 96705 & Hanapepe 96716,619 AEWA ST,ELEELE,96705,Residential
421008010,Eleele WWTP service 96705 & Hanapepe 96716,645 AEWA ST,ELEELE,96705,Residential
421008018,Eleele WWTP service 96705 & Hanapepe 96716,697 LAULE'A ST,ELEELE,96705,Residential
421008024,Eleele WWTP service 96705 & Hanapepe 96716,670 AEWA ST,ELEELE,96705,Residential
421008033,Eleele WWTP service 96705 & Hanapepe 96716,4688 KULE'A PL,ELEELE,96705,Residential
421008052,Eleele WWTP service 96705 & Hanapepe 96716,4685 KULE'A PL,ELEELE,96705,Residential
421008053,Eleele WWTP service 96705 & Hanapepe 96716,4689 KULE'A PL,ELEELE,96705,Residential
421009097,Eleele WWTP service 96705 & Hanapepe 96716,740 AKALEI ST,ELEELE,96705,Residential
421009108,Eleele WWTP service 96705 & Hanapepe 96716,816 AKALEI ST,ELEELE,96705,Residential
421010010,Eleele WWTP service 96705 & Hanapepe 96716,4360 'OLALI ST,ELEELE,96705,Residential
421010016,Eleele WWTP service 96705 & Hanapepe 96716,60 'OKUPU ST,ELEELE,96705,Residential
421010045,Eleele WWTP service 96705 & Hanapepe 96716,4393 'OLALI ST,ELEELE,96705,Residential
421011003,Eleele WWTP service 96705 & Hanapepe 96716,0 MEHANA RD,ELEELE,96705,Residential
421012005,Eleele WWTP service 96705 & Hanapepe 96716,301 ILUNA ST,ELEELE,96705,Residential
421012012,Eleele WWTP service 96705 & Hanapepe 96716,375 ILUNA ST,ELEELE,96705,Residential
416005038,Eleele WWTP service 96705 & Hanapepe 96716,9886 APE PL,HANAPEPE,96716,Residential
418008054,Eleele WWTP service 96705 & Hanapepe 96716,3556 HANAPEPE RD,HANAPEPE,96716,Residential
418008054,Eleele WWTP service 96705 & Hanapepe 96716,3556 HANAPEPE RD B,HANAPEPE,96716,Residential
418009040,Eleele WWTP service 96705 & Hanapepe 96716,4657 MOI RD,HANAPEPE,96716,Residential
418009040,Eleele WWTP service 96705 & Hanapepe 96716,4657 MOI RD A,HANAPEPE,96716,Residential
418009044,Eleele WWTP service 96705 & Hanapepe 96716,4697 MOI RD,HANAPEPE,96716,Residential
418009045,Eleele WWTP service 96705 & Hanapepe 96716,4709 MOI RD,HANAPEPE,96716,Residential
418010017,Eleele WWTP service 96705 & Hanapepe 96716,4840 MOI RD,HANAPEPE,96716,Residential
418010018,Eleele WWTP service 96705 & Hanapepe 96716,3510 MOKIHANA RD,HANAPEPE,96716,Residential
418012012,Eleele WWTP service 96705 & Hanapepe 96716,3590 AHI RD,HANAPEPE,96716,Residential
418012041,Eleele WWTP service 96705 & Hanapepe 96716,4928 KOKO RD,HANAPEPE,96716,Residential
418013002,Eleele WWTP service 96705 & Hanapepe 96716,4937 KOKO RD,HANAPEPE,96716,Residential
418013002,Eleele WWTP service 96705 & Hanapepe 96716,4937 KOKO RD A,HANAPEPE,96716,Residential
418013004,Eleele WWTP service 96705 & Hanapepe 96716,4921 KOKO RD,HANAPEPE,96716,Residential
418013004,Eleele WWTP service 96705 & Hanapepe 96716,4921 KOKO RD A,HANAPEPE,96716,Residential
418013006,Eleele WWTP service 96705 & Hanapepe 96716,3543 AHI RD,HANAPEPE,96716,Residential
418013012,Eleele WWTP service 96705 & Hanapepe 96716,4936 MOI RD A,HANAPEPE,96716,Residential
418013012,Eleele WWTP service 96705 & Hanapepe 96716,4936 MOI RD B,HANAPEPE,96716,Residential
418013035,Eleele WWTP service 96705 & Hanapepe 96716,3524 AHI RD,HANAPEPE,96716,Residential
418013053,Eleele WWTP service 96705 & Hanapepe 96716,4925 MOI RD,HANAPEPE,96716,Residential
418013055,Eleele WWTP service 96705 & Hanapepe 96716,4945 MOI RD,HANAPEPE,96716,Residential
418014001,Eleele WWTP service 96705 & Hanapepe 96716,3506 KUPA'A ST,HANAPEPE,96716,Residential
418014004,Eleele WWTP service 96705 & Hanapepe 96716,3530 KUPA'A ST,HANAPEPE,96716,Residential
418014005,Eleele WWTP service 96705 & Hanapepe 96716,3536 KUPA'A ST,HANAPEPE,96716,Residential
418014025,Eleele WWTP service 96705 & Hanapepe 96716,4931 ALII RD,HANAPEPE,96716,Residential
418014038,Eleele WWTP service 96705 & Hanapepe 96716,3593 KUPA'A ST,HANAPEPE,96716,Residential
418014040,Eleele WWTP service 96705 & Hanapepe 96716,3581 KUPA'A ST,HANAPEPE,96716,Residential
418014042,Eleele WWTP service 96705 & Hanapepe 96716,3569 KUPA'A ST,HANAPEPE,96716,Residential
418014081,Eleele WWTP service 96705 & Hanapepe 96716,3731 'UWAO ST,HANAPEPE,96716,Residential
418014103,Eleele WWTP service 96705 & Hanapepe 96716,4984 ALII RD,HANAPEPE,96716,Residential
418015020,Eleele WWTP service 96705 & Hanapepe 96716,3579 'UWAO ST,HANAPEPE,96716,Residential
418015029,Eleele WWTP service 96705 & Hanapepe 96716,3515 'UWAO ST,HANAPEPE,96716,Residential
418015055,Eleele WWTP service 96705 & Hanapepe 96716,3521 MAKA'ALA ST,HANAPEPE,96716,Residential
418015059,Eleele WWTP service 96705 & Hanapepe 96716,3514 PILIALOHA ST,HANAPEPE,96716,Residential
418015062,Eleele WWTP service 96705 & Hanapepe 96716,3534 PILIALOHA ST,HANAPEPE,96716,Residential
418015065,Eleele WWTP service 96705 & Hanapepe 96716,3554 PILIALOHA ST,HANAPEPE,96716,Residential
418015075,Eleele WWTP service 96705 & Hanapepe 96716,3571 PILIALOHA ST,HANAPEPE,96716,Residential
418016003,Eleele WWTP service 96705 & Hanapepe 96716,5108 MOI RD,HANAPEPE,96716,Residential
418016022,Eleele WWTP service 96705 & Hanapepe 96716,5161 KAUNALOA ST,HANAPEPE,96716,Residential
418016025,Eleele WWTP service 96705 & Hanapepe 96716,3507 WALEA ST,HANAPEPE,96716,Residential
418016032,Eleele WWTP service 96705 & Hanapepe 96716,5200 KAUNALOA ST,HANAPEPE,96716,Residential
418016035,Eleele WWTP service 96705 & Hanapepe 96716,5188 KAUNALOA ST,HANAPEPE,96716,Residential
418017003,Eleele WWTP service 96705 & Hanapepe 96716,5171 MOI RD,HANAPEPE,96716,Residential
418017013,Eleele WWTP service 96705 & Hanapepe 96716,5123 MOI RD,HANAPEPE,96716,Residential
418018008,Eleele WWTP service 96705 & Hanapepe 96716,5041 MOI RD,HANAPEPE,96716,Residential
419004018,Eleele WWTP service 96705 & Hanapepe 96716,3735 HANAPEPE RD A,HANAPEPE,96716,Residential
419005014,Eleele WWTP service 96705 & Hanapepe 96716,3909 KAUMUALII HWY,HANAPEPE,96716,Inactive
419005014,Eleele WWTP service 96705 & Hanapepe 96716,3909 KAUMUALII HWY  A,HANAPEPE,96716,Inactive
419005014,Eleele WWTP service 96705 & Hanapepe 96716,3909 KAUMUALII HWY,HANAPEPE,96716,Inactive
419005014,Eleele WWTP service 96705 & Hanapepe 96716,3909 KAUMUALII HWY  A,HANAPEPE,96716,Inactive
419005014,Eleele WWTP service 96705 & Hanapepe 96716,3909 KAUMUALII HWY,HANAPEPE,96716,Inactive
419005014,Eleele WWTP service 96705 & Hanapepe 96716,3909 KAUMUALII HWY  A,HANAPEPE,96716,Inactive
419005047,Eleele WWTP service 96705 & Hanapepe 96716,3787 KAUMUALII HWY,HANAPEPE,96716,Commercial
419005059,Eleele WWTP service 96705 & Hanapepe 96716,3830 HANAPEPE RD,HANAPEPE,96716,Commercial
419006035,Eleele WWTP service 96705 & Hanapepe 96716,4476 PEPE RD,HANAPEPE,96716,Commercial
419007038,Eleele WWTP service 96705 & Hanapepe 96716,4363 LEA LN,HANAPEPE,96716,Residential
419010008,Eleele WWTP service 96705 & Hanapepe 96716,4478 PUOLO RD,HANAPEPE,96716,Residential
419010008,Eleele WWTP service 96705 & Hanapepe 96716,4478 PUOLO RD A,HANAPEPE,96716,Residential
419010015,Eleele WWTP service 96705 & Hanapepe 96716,4522 PUOLO RD,HANAPEPE,96716,Residential
419010028,Eleele WWTP service 96705 & Hanapepe 96716,4529 PUOLO RD,HANAPEPE,96716,Residential
419010030,Eleele WWTP service 96705 & Hanapepe 96716,4539 PUOLO RD,HANAPEPE,96716,Residential
419010039,Eleele WWTP service 96705 & Hanapepe 96716,4545 PUOLO RD,HANAPEPE,96716,Residential
419011001,Eleele WWTP service 96705 & Hanapepe 96716,3559 HANAPEPE RD,HANAPEPE,96716,Commercial
421012031,Eleele WWTP service 96705 & Hanapepe 96716,477 ILUNA ST A,ELEELE,96705,Residential
421012051,Eleele WWTP service 96705 & Hanapepe 96716,535 ILUNA ST B,ELEELE,96705,Residential
421012054,Eleele WWTP service 96705 & Hanapepe 96716,534 ILUNA ST,ELEELE,96705,Residential
421012056,Eleele WWTP service 96705 & Hanapepe 96716,532 ILUNA ST A,ELEELE,96705,Residential
421012072,Eleele WWTP service 96705 & Hanapepe 96716,462 ILUNA ST A,ELEELE,96705,Residential
421012085,Eleele WWTP service 96705 & Hanapepe 96716,418 ILUNA ST,ELEELE,96705,Residential
421012108,Eleele WWTP service 96705 & Hanapepe 96716,276 ILUNA ST,ELEELE,96705,Residential
421004020,Eleele WWTP service 96705 & Hanapepe 96716,4718 ELEELE RD,ELEELE,96705,Residential
421004039,Eleele WWTP service 96705 & Hanapepe 96716,200 KEOKEO RD,ELEELE,96705,Residential
421005013,Eleele WWTP service 96705 & Hanapepe 96716,127 AKALA RD,ELEELE,96705,Residential
421005024,Eleele WWTP service 96705 & Hanapepe 96716,141 PONI RD,ELEELE,96705,Residential
421006004,Eleele WWTP service 96705 & Hanapepe 96716,155 ULAULA RD,HANAPEPE,96716,Residential
421006017,Eleele WWTP service 96705 & Hanapepe 96716,225 ULAULA RD,ELEELE,96705,Residential
421007001,Eleele WWTP service 96705 & Hanapepe 96716,4612 PUALEI ST,ELEELE,96705,Residential
421007008,Eleele WWTP service 96705 & Hanapepe 96716,4554 PUALEI ST,ELEELE,96705,Residential
421007022,Eleele WWTP service 96705 & Hanapepe 96716,0 PUALEI ST,ELEELE,96705,Residential
421007031,Eleele WWTP service 96705 & Hanapepe 96716,620 LEI'ONI PL,ELEELE,96705,Residential
421007047,Eleele WWTP service 96705 & Hanapepe 96716,4643 PUALEI ST,ELEELE,96705,Residential
421007069,Eleele WWTP service 96705 & Hanapepe 96716,4589 ULUPUA ST,ELEELE,96705,Residential
421007070,Eleele WWTP service 96705 & Hanapepe 96716,596 LEIPAPA PL,ELEELE,96705,Residential
421007100,Eleele WWTP service 96705 & Hanapepe 96716,550 LAULE'A ST,ELEELE,96705,Residential
421007118,Eleele WWTP service 96705 & Hanapepe 96716,548 AEWA ST,ELEELE,96705,Residential
421007121,Eleele WWTP service 96705 & Hanapepe 96716,566 AEWA ST,ELEELE,96705,Residential
421007146,Eleele WWTP service 96705 & Hanapepe 96716,4727 NANEA PL,ELEELE,96705,Residential
421007148,Eleele WWTP service 96705 & Hanapepe 96716,4728 NANEA PL,ELEELE,96705,Residential
421007155,Eleele WWTP service 96705 & Hanapepe 96716,553 AEWA ST,ELEELE,96705,Residential
421008058,Eleele WWTP service 96705 & Hanapepe 96716,4670 ULUPUA ST,ELEELE,96705,Residential
421008062,Eleele WWTP service 96705 & Hanapepe 96716,623 LAULE'A ST,ELEELE,96705,Residential
421008065,Eleele WWTP service 96705 & Hanapepe 96716,639 LAULE'A ST,ELEELE,96705,Residential
421008073,Eleele WWTP service 96705 & Hanapepe 96716,672 LAULE'A ST,ELEELE,96705,Residential
421008074,Eleele WWTP service 96705 & Hanapepe 96716,668 LAULE'A ST,ELEELE,96705,Residential
421008079,Eleele WWTP service 96705 & Hanapepe 96716,667 AKALEI ST,ELEELE,96705,Residential
421008080,Eleele WWTP service 96705 & Hanapepe 96716,675 AKALEI ST,ELEELE,96705,Residential
421009003,Eleele WWTP service 96705 & Hanapepe 96716,715 KAUMO'O PL,ELEELE,96705,Residential
421009037,Eleele WWTP service 96705 & Hanapepe 96716,807 LAULE'A ST,ELEELE,96705,Residential
421009045,Eleele WWTP service 96705 & Hanapepe 96716,841 LAULE'A ST,ELEELE,96705,Residential
421009064,Eleele WWTP service 96705 & Hanapepe 96716,716 LAULE'A ST,ELEELE,96705,Residential
421009073,Eleele WWTP service 96705 & Hanapepe 96716,4621 LILIA ST,ELEELE,96705,Residential
421009089,Eleele WWTP service 96705 & Hanapepe 96716,692 AKALEI ST,ELEELE,96705,Residential
421009090,Eleele WWTP service 96705 & Hanapepe 96716,700 AKALEI ST,ELEELE,96705,Residential
421009104,Eleele WWTP service 96705 & Hanapepe 96716,786 AKALEI ST,ELEELE,96705,Residential
421009113,Eleele WWTP service 96705 & Hanapepe 96716,854 AKALEI ST,ELEELE,96705,Residential
421009115,Eleele WWTP service 96705 & Hanapepe 96716,847 AKALEI ST,ELEELE,96705,Residential
421010008,Eleele WWTP service 96705 & Hanapepe 96716,4374 'OLALI ST,ELEELE,96705,Residential
421001040,Eleele WWTP service 96705 & Hanapepe 96716,321 MEHANA RD,ELEELE,96705,Residential
418008029,Eleele WWTP service 96705 & Hanapepe 96716,3460 KAUMUALII HWY,HANAPEPE,96716,Commercial
418009032,Eleele WWTP service 96705 & Hanapepe 96716,4660 MOI RD,HANAPEPE,96716,Residential
418009041,Eleele WWTP service 96705 & Hanapepe 96716,4667 MOI RD,HANAPEPE,96716,Residential
418010014,Eleele WWTP service 96705 & Hanapepe 96716,4822 MOI RD,HANAPEPE,96716,Residential
418010040,Eleele WWTP service 96705 & Hanapepe 96716,3490 ELEU RD,HANAPEPE,96716,Residential
418013005,Eleele WWTP service 96705 & Hanapepe 96716,4915 KOKO RD,HANAPEPE,96716,Residential
418014013,Eleele WWTP service 96705 & Hanapepe 96716,3544 MAKOA ST,HANAPEPE,96716,Residential
418014018,Eleele WWTP service 96705 & Hanapepe 96716,4946 KALELE PL,HANAPEPE,96716,Residential
418014030,Eleele WWTP service 96705 & Hanapepe 96716,3563 MAKOA ST,HANAPEPE,96716,Residential
418014035,Eleele WWTP service 96705 & Hanapepe 96716,3578 KUPA'A ST,HANAPEPE,96716,Residential
418014060,Eleele WWTP service 96705 & Hanapepe 96716,3560 KONALE ST,HANAPEPE,96716,Residential
418014061,Eleele WWTP service 96705 & Hanapepe 96716,3566 KONALE ST,HANAPEPE,96716,Residential
418014074,Eleele WWTP service 96705 & Hanapepe 96716,3697 'UWAO ST,HANAPEPE,96716,Residential
418014074,Eleele WWTP service 96705 & Hanapepe 96716,3695 'UWAO ST,HANAPEPE,96716,Residential
418014086,Eleele WWTP service 96705 & Hanapepe 96716,3720 'UWAO ST,HANAPEPE,96716,Residential
